,Image,Accuracy,F1,Jaccard,Recall,Precision
903,new_data\test\image\volume-91_slice_115_0,1.0,1.0,1.0,1.0,1.0
904,new_data\test\image\volume-91_slice_122_0,1.0,1.0,1.0,1.0,1.0
905,new_data\test\image\volume-91_slice_13_0,1.0,1.0,1.0,1.0,1.0
906,new_data\test\image\volume-91_slice_155_0,1.0,1.0,1.0,1.0,1.0
907,new_data\test\image\volume-91_slice_163_0,1.0,1.0,1.0,1.0,1.0
908,new_data\test\image\volume-91_slice_171_0,1.0,1.0,1.0,1.0,1.0
909,new_data\test\image\volume-91_slice_18_0,1.0,1.0,1.0,1.0,1.0
910,new_data\test\image\volume-91_slice_191_0,1.0,1.0,1.0,1.0,1.0
911,new_data\test\image\volume-91_slice_203_0,1.0,1.0,1.0,1.0,1.0
912,new_data\test\image\volume-91_slice_205_0,1.0,1.0,1.0,1.0,1.0
913,new_data\test\image\volume-91_slice_210_0,1.0,1.0,1.0,1.0,1.0
914,new_data\test\image\volume-91_slice_217_0,1.0,1.0,1.0,1.0,1.0
915,new_data\test\image\volume-91_slice_22_0,1.0,1.0,1.0,1.0,1.0
916,new_data\test\image\volume-91_slice_232_0,1.0,1.0,1.0,1.0,1.0
917,new_data\test\image\volume-91_slice_233_0,1.0,1.0,1.0,1.0,1.0
918,new_data\test\image\volume-91_slice_237_0,1.0,1.0,1.0,1.0,1.0
919,new_data\test\image\volume-91_slice_240_0,1.0,1.0,1.0,1.0,1.0
920,new_data\test\image\volume-91_slice_245_0,1.0,1.0,1.0,1.0,1.0
921,new_data\test\image\volume-91_slice_247_0,1.0,1.0,1.0,1.0,1.0
922,new_data\test\image\volume-91_slice_251_0,1.0,1.0,1.0,1.0,1.0
923,new_data\test\image\volume-91_slice_263_0,1.0,1.0,1.0,1.0,1.0
924,new_data\test\image\volume-91_slice_268_0,1.0,1.0,1.0,1.0,1.0
925,new_data\test\image\volume-91_slice_277_0,1.0,1.0,1.0,1.0,1.0
926,new_data\test\image\volume-91_slice_280_0,1.0,1.0,1.0,1.0,1.0
927,new_data\test\image\volume-91_slice_291_0,1.0,1.0,1.0,1.0,1.0
928,new_data\test\image\volume-91_slice_347_0,0.9998283386230469,0.9998283386230469,0.9996567361712353,0.9998283386230469,0.9998283386230469
929,new_data\test\image\volume-91_slice_394_0,0.9995384216308594,0.9995384216308594,0.9990772691743084,0.9995384216308594,0.9995384216308594
930,new_data\test\image\volume-91_slice_3_0,0.963714599609375,0.963714599609375,0.9299702565008687,0.963714599609375,0.963714599609375
931,new_data\test\image\volume-91_slice_421_0,0.9982986450195312,0.9982986450195312,0.9966030694238166,0.9982986450195312,0.9982986450195312
932,new_data\test\image\volume-91_slice_425_0,0.99810791015625,0.99810791015625,0.9962229667986597,0.99810791015625,0.99810791015625
933,new_data\test\image\volume-91_slice_441_0,0.9977302551269531,0.9977302551269531,0.9954707904041653,0.9977302551269531,0.9977302551269531
934,new_data\test\image\volume-91_slice_453_0,0.9972381591796875,0.9972381591796875,0.9944915318715096,0.9972381591796875,0.9972381591796875
935,new_data\test\image\volume-91_slice_455_0,0.9967575073242188,0.9967575073242188,0.9935359742047347,0.9967575073242188,0.9967575073242188
936,new_data\test\image\volume-91_slice_460_0,0.9959182739257812,0.9959182739257812,0.9918697333728449,0.9959182739257812,0.9959182739257812
937,new_data\test\image\volume-91_slice_461_0,0.9962158203125,0.9962158203125,0.9924601726863675,0.9962158203125,0.9962158203125
938,new_data\test\image\volume-91_slice_468_0,0.8723106384277344,0.8723106384277344,0.7735380576895104,0.8723106384277344,0.8723106384277344
939,new_data\test\image\volume-91_slice_469_0,0.9974327087402344,0.9974327087402344,0.994878565694,0.9974327087402344,0.9974327087402344
940,new_data\test\image\volume-91_slice_474_0,0.9969139099121094,0.9969139099121094,0.9938468091255852,0.9969139099121094,0.9969139099121094
941,new_data\test\image\volume-91_slice_47_0,0.9814872741699219,0.9814872741699219,0.9636475316202054,0.9814872741699219,0.9814872741699219
942,new_data\test\image\volume-91_slice_483_0,0.9955863952636719,0.9955863952636719,0.9912115791432619,0.9955863952636719,0.9955863952636719
943,new_data\test\image\volume-91_slice_490_0,0.9967117309570312,0.9967117309570312,0.9934450164635027,0.9967117309570312,0.9967117309570312
944,new_data\test\image\volume-91_slice_491_0,0.9978256225585938,0.9978256225585938,0.9956606804357591,0.9978256225585938,0.9978256225585938
945,new_data\test\image\volume-91_slice_495_0,0.9984779357910156,0.9984779357910156,0.9969604978993917,0.9984779357910156,0.9984779357910156
946,new_data\test\image\volume-91_slice_498_0,0.9413719177246094,0.9413719177246094,0.8892376213006238,0.9413719177246094,0.9413719177246094
947,new_data\test\image\volume-91_slice_49_0,0.9758033752441406,0.9758033752441406,0.9527500400391825,0.9758033752441406,0.9758033752441406
948,new_data\test\image\volume-91_slice_502_0,0.9991645812988281,0.9991645812988281,0.9983305572813239,0.9991645812988281,0.9991645812988281
949,new_data\test\image\volume-91_slice_512_0,0.9992866516113281,0.9992866516113281,0.9985743202290236,0.9992866516113281,0.9992866516113281
950,new_data\test\image\volume-91_slice_517_0,0.9981613159179688,0.9981613159179688,0.9963293809447655,0.9981613159179688,0.9981613159179688
951,new_data\test\image\volume-91_slice_542_0,1.0,1.0,1.0,1.0,1.0
952,new_data\test\image\volume-91_slice_552_0,1.0,1.0,1.0,1.0,1.0
953,new_data\test\image\volume-91_slice_556_0,1.0,1.0,1.0,1.0,1.0
954,new_data\test\image\volume-91_slice_566_0,1.0,1.0,1.0,1.0,1.0
955,new_data\test\image\volume-91_slice_580_0,1.0,1.0,1.0,1.0,1.0
956,new_data\test\image\volume-91_slice_586_0,1.0,1.0,1.0,1.0,1.0
957,new_data\test\image\volume-91_slice_587_0,1.0,1.0,1.0,1.0,1.0
958,new_data\test\image\volume-91_slice_592_0,1.0,1.0,1.0,1.0,1.0
959,new_data\test\image\volume-91_slice_598_0,1.0,1.0,1.0,1.0,1.0
960,new_data\test\image\volume-91_slice_601_0,1.0,1.0,1.0,1.0,1.0
961,new_data\test\image\volume-91_slice_602_0,1.0,1.0,1.0,1.0,1.0
962,new_data\test\image\volume-91_slice_611_0,1.0,1.0,1.0,1.0,1.0
963,new_data\test\image\volume-91_slice_615_0,1.0,1.0,1.0,1.0,1.0
964,new_data\test\image\volume-91_slice_617_0,1.0,1.0,1.0,1.0,1.0
965,new_data\test\image\volume-91_slice_626_0,1.0,1.0,1.0,1.0,1.0
966,new_data\test\image\volume-91_slice_633_0,1.0,1.0,1.0,1.0,1.0
967,new_data\test\image\volume-91_slice_652_0,1.0,1.0,1.0,1.0,1.0
968,new_data\test\image\volume-91_slice_653_0,1.0,1.0,1.0,1.0,1.0
969,new_data\test\image\volume-91_slice_654_0,1.0,1.0,1.0,1.0,1.0
970,new_data\test\image\volume-91_slice_659_0,1.0,1.0,1.0,1.0,1.0
971,new_data\test\image\volume-91_slice_664_0,1.0,1.0,1.0,1.0,1.0
972,new_data\test\image\volume-91_slice_695_0,1.0,1.0,1.0,1.0,1.0
973,new_data\test\image\volume-91_slice_697_0,1.0,1.0,1.0,1.0,1.0
974,new_data\test\image\volume-91_slice_699_0,1.0,1.0,1.0,1.0,1.0
975,new_data\test\image\volume-91_slice_79_0,1.0,1.0,1.0,1.0,1.0
976,new_data\test\image\volume-91_slice_80_0,1.0,1.0,1.0,1.0,1.0
977,new_data\test\image\volume-91_slice_88_0,1.0,1.0,1.0,1.0,1.0
978,new_data\test\image\volume-91_slice_90_0,1.0,1.0,1.0,1.0,1.0
979,new_data\test\image\volume-91_slice_97_0,1.0,1.0,1.0,1.0,1.0
980,new_data\test\image\volume-92_slice_105_0,1.0,1.0,1.0,1.0,1.0
981,new_data\test\image\volume-92_slice_118_0,1.0,1.0,1.0,1.0,1.0
982,new_data\test\image\volume-92_slice_128_0,1.0,1.0,1.0,1.0,1.0
983,new_data\test\image\volume-92_slice_132_0,1.0,1.0,1.0,1.0,1.0
984,new_data\test\image\volume-92_slice_161_0,1.0,1.0,1.0,1.0,1.0
985,new_data\test\image\volume-92_slice_167_0,1.0,1.0,1.0,1.0,1.0
986,new_data\test\image\volume-92_slice_17_0,1.0,1.0,1.0,1.0,1.0
987,new_data\test\image\volume-92_slice_186_0,1.0,1.0,1.0,1.0,1.0
988,new_data\test\image\volume-92_slice_194_0,1.0,1.0,1.0,1.0,1.0
989,new_data\test\image\volume-92_slice_22_0,1.0,1.0,1.0,1.0,1.0
990,new_data\test\image\volume-92_slice_230_0,1.0,1.0,1.0,1.0,1.0
991,new_data\test\image\volume-92_slice_233_0,1.0,1.0,1.0,1.0,1.0
992,new_data\test\image\volume-92_slice_238_0,1.0,1.0,1.0,1.0,1.0
993,new_data\test\image\volume-92_slice_244_0,1.0,1.0,1.0,1.0,1.0
994,new_data\test\image\volume-92_slice_252_0,1.0,1.0,1.0,1.0,1.0
995,new_data\test\image\volume-92_slice_272_0,1.0,1.0,1.0,1.0,1.0
996,new_data\test\image\volume-92_slice_282_0,1.0,1.0,1.0,1.0,1.0
997,new_data\test\image\volume-92_slice_290_0,1.0,1.0,1.0,1.0,1.0
998,new_data\test\image\volume-92_slice_299_0,1.0,1.0,1.0,1.0,1.0
999,new_data\test\image\volume-92_slice_306_0,1.0,1.0,1.0,1.0,1.0
1000,new_data\test\image\volume-92_slice_307_0,1.0,1.0,1.0,1.0,1.0
1001,new_data\test\image\volume-92_slice_312_0,1.0,1.0,1.0,1.0,1.0
1002,new_data\test\image\volume-92_slice_320_0,1.0,1.0,1.0,1.0,1.0
1003,new_data\test\image\volume-92_slice_326_0,1.0,1.0,1.0,1.0,1.0
1004,new_data\test\image\volume-92_slice_327_0,1.0,1.0,1.0,1.0,1.0
1005,new_data\test\image\volume-92_slice_328_0,1.0,1.0,1.0,1.0,1.0
1006,new_data\test\image\volume-92_slice_335_0,1.0,1.0,1.0,1.0,1.0
1007,new_data\test\image\volume-92_slice_339_0,1.0,1.0,1.0,1.0,1.0
1008,new_data\test\image\volume-92_slice_341_0,1.0,1.0,1.0,1.0,1.0
1009,new_data\test\image\volume-92_slice_345_0,1.0,1.0,1.0,1.0,1.0
1010,new_data\test\image\volume-92_slice_354_0,0.9997901916503906,0.9997901916503906,0.9995804713214009,0.9997901916503906,0.9997901916503906
1011,new_data\test\image\volume-92_slice_375_0,0.9995918273925781,0.9995918273925781,0.9991839878589596,0.9995918273925781,0.9995918273925781
1012,new_data\test\image\volume-92_slice_398_0,0.9724617004394531,0.9724617004394531,0.9463994683753894,0.9724617004394531,0.9724617004394531
1013,new_data\test\image\volume-92_slice_399_0,0.9716720581054688,0.9716720581054688,0.944904848462366,0.9716720581054688,0.9716720581054688
1014,new_data\test\image\volume-92_slice_413_0,0.9983596801757812,0.9983596801757812,0.9967247328372192,0.9983596801757812,0.9983596801757812
1015,new_data\test\image\volume-92_slice_415_0,0.9986000061035156,0.9986000061035156,0.9972039266925957,0.9986000061035156,0.9986000061035156
1016,new_data\test\image\volume-92_slice_423_0,0.9983787536621094,0.9983787536621094,0.9967627556946936,0.9983787536621094,0.9983787536621094
1017,new_data\test\image\volume-92_slice_442_0,0.9962997436523438,0.9962997436523438,0.9926267701452602,0.9962997436523438,0.9962997436523438
1018,new_data\test\image\volume-92_slice_452_0,0.9958877563476562,0.9958877563476562,0.9918091952800298,0.9958877563476562,0.9958877563476562
1019,new_data\test\image\volume-92_slice_457_0,0.9961585998535156,0.9962308059132094,0.9924899187801439,0.9963030224413024,0.9961585998535156
1020,new_data\test\image\volume-92_slice_461_0,0.9958572387695312,0.9961251328348727,0.9922801789508493,0.9963931710705602,0.9958572387695312
1021,new_data\test\image\volume-92_slice_465_0,0.9964103698730469,0.9965681365114792,0.9931597478346172,0.9967259531177856,0.9964103698730469
1022,new_data\test\image\volume-92_slice_468_0,0.8618049621582031,0.8618049621582031,0.7571680893920656,0.8618049621582031,0.8618049621582031
1023,new_data\test\image\volume-92_slice_475_0,0.9962615966796875,0.9964383483245738,0.9929019773334702,0.9966151626973375,0.9962615966796875
1024,new_data\test\image\volume-92_slice_48_0,0.983917236328125,0.9839960629170276,0.968496308923918,0.9840749021373358,0.983917236328125
1025,new_data\test\image\volume-92_slice_49_0,0.9710693359375,0.9711119376651121,0.943846054021987,0.9711545431308442,0.9710693359375
1026,new_data\test\image\volume-92_slice_500_0,0.9944000244140625,0.9944000244140625,0.9888624190097568,0.9944000244140625,0.9944000244140625
1027,new_data\test\image\volume-92_slice_501_0,0.9948234558105469,0.9948234558105469,0.9897002288416362,0.9948234558105469,0.9948234558105469
1028,new_data\test\image\volume-92_slice_502_0,0.9958229064941406,0.9958229064941406,0.9916805640501597,0.9958229064941406,0.9958229064941406
1029,new_data\test\image\volume-92_slice_509_0,0.99383544921875,0.9939435096360193,0.9879599397807382,0.994051593554812,0.99383544921875
1030,new_data\test\image\volume-92_slice_516_0,0.9976768493652344,0.9976958789039404,0.9954023513471338,0.9977149091685932,0.9976768493652344
1031,new_data\test\image\volume-92_slice_523_0,0.9982948303222656,0.9982948303222656,0.9965954659527554,0.9982948303222656,0.9982948303222656
1032,new_data\test\image\volume-92_slice_527_0,0.9978599548339844,0.9978599548339844,0.9957290496945242,0.9978599548339844,0.9978599548339844
1033,new_data\test\image\volume-92_slice_528_0,0.9808006286621094,0.9808006286621094,0.9623246012942731,0.9808006286621094,0.9808006286621094
1034,new_data\test\image\volume-92_slice_545_0,1.0,1.0,1.0,1.0,1.0
1035,new_data\test\image\volume-92_slice_550_0,1.0,1.0,1.0,1.0,1.0
1036,new_data\test\image\volume-92_slice_570_0,1.0,1.0,1.0,1.0,1.0
1037,new_data\test\image\volume-92_slice_5_0,0.8823432922363281,0.8823432922363281,0.789458235348326,0.8823432922363281,0.8823432922363281
1038,new_data\test\image\volume-92_slice_604_0,1.0,1.0,1.0,1.0,1.0
1039,new_data\test\image\volume-92_slice_609_0,1.0,1.0,1.0,1.0,1.0
1040,new_data\test\image\volume-92_slice_613_0,1.0,1.0,1.0,1.0,1.0
1041,new_data\test\image\volume-92_slice_639_0,1.0,1.0,1.0,1.0,1.0
1042,new_data\test\image\volume-92_slice_643_0,1.0,1.0,1.0,1.0,1.0
1043,new_data\test\image\volume-92_slice_653_0,1.0,1.0,1.0,1.0,1.0
1044,new_data\test\image\volume-92_slice_663_0,1.0,1.0,1.0,1.0,1.0
1045,new_data\test\image\volume-92_slice_671_0,1.0,1.0,1.0,1.0,1.0
1046,new_data\test\image\volume-92_slice_672_0,1.0,1.0,1.0,1.0,1.0
1047,new_data\test\image\volume-92_slice_674_0,1.0,1.0,1.0,1.0,1.0
1048,new_data\test\image\volume-92_slice_682_0,1.0,1.0,1.0,1.0,1.0
1049,new_data\test\image\volume-92_slice_688_0,1.0,1.0,1.0,1.0,1.0
1050,new_data\test\image\volume-92_slice_704_0,1.0,1.0,1.0,1.0,1.0
1051,new_data\test\image\volume-92_slice_70_0,1.0,1.0,1.0,1.0,1.0
1052,new_data\test\image\volume-92_slice_712_0,1.0,1.0,1.0,1.0,1.0
1053,new_data\test\image\volume-92_slice_718_0,1.0,1.0,1.0,1.0,1.0
1054,new_data\test\image\volume-92_slice_721_0,1.0,1.0,1.0,1.0,1.0
1055,new_data\test\image\volume-92_slice_725_0,1.0,1.0,1.0,1.0,1.0
1056,new_data\test\image\volume-92_slice_761_0,1.0,1.0,1.0,1.0,1.0
1057,new_data\test\image\volume-92_slice_782_0,1.0,1.0,1.0,1.0,1.0
1058,new_data\test\image\volume-92_slice_799_0,1.0,1.0,1.0,1.0,1.0
1059,new_data\test\image\volume-92_slice_79_0,1.0,1.0,1.0,1.0,1.0
1060,new_data\test\image\volume-92_slice_807_0,1.0,1.0,1.0,1.0,1.0
1061,new_data\test\image\volume-92_slice_829_0,1.0,1.0,1.0,1.0,1.0
1062,new_data\test\image\volume-93_slice_102_0,1.0,1.0,1.0,1.0,1.0
1063,new_data\test\image\volume-93_slice_137_0,1.0,1.0,1.0,1.0,1.0
1064,new_data\test\image\volume-93_slice_147_0,1.0,1.0,1.0,1.0,1.0
1065,new_data\test\image\volume-93_slice_153_0,1.0,1.0,1.0,1.0,1.0
1066,new_data\test\image\volume-93_slice_167_0,1.0,1.0,1.0,1.0,1.0
1067,new_data\test\image\volume-93_slice_172_0,1.0,1.0,1.0,1.0,1.0
1068,new_data\test\image\volume-93_slice_186_0,1.0,1.0,1.0,1.0,1.0
1069,new_data\test\image\volume-93_slice_205_0,1.0,1.0,1.0,1.0,1.0
1070,new_data\test\image\volume-93_slice_215_0,1.0,1.0,1.0,1.0,1.0
1071,new_data\test\image\volume-93_slice_218_0,1.0,1.0,1.0,1.0,1.0
1072,new_data\test\image\volume-93_slice_221_0,1.0,1.0,1.0,1.0,1.0
1073,new_data\test\image\volume-93_slice_254_0,1.0,1.0,1.0,1.0,1.0
1074,new_data\test\image\volume-93_slice_275_0,0.9998092651367188,0.9998092651367188,0.9996186030191385,0.9998092651367188,0.9998092651367188
1075,new_data\test\image\volume-93_slice_278_0,0.9947853088378906,0.9947853088378906,0.989624721548626,0.9947853088378906,0.9947853088378906
1076,new_data\test\image\volume-93_slice_284_0,0.9993171691894531,0.9993171691894531,0.9986352702584219,0.9993171691894531,0.9993171691894531
1077,new_data\test\image\volume-93_slice_285_0,0.9989738464355469,0.9989738464355469,0.9979497966945235,0.9989738464355469,0.9989738464355469
1078,new_data\test\image\volume-93_slice_286_0,0.9993171691894531,0.9993171691894531,0.9986352702584219,0.9993171691894531,0.9993171691894531
1079,new_data\test\image\volume-93_slice_288_0,0.9829750061035156,0.9829750061035156,0.9665200088519806,0.9829750061035156,0.9829750061035156
1080,new_data\test\image\volume-93_slice_28_0,0.9940986633300781,0.9940986633300781,0.988266569583338,0.9940986633300781,0.9940986633300781
1081,new_data\test\image\volume-93_slice_300_0,0.9986114501953125,0.9986704993924734,0.9973445292349425,0.9987295555733596,0.9986114501953125
1082,new_data\test\image\volume-93_slice_301_0,0.9986343383789062,0.9987029138658507,0.9974091882377146,0.9987714987714987,0.9986343383789062
1083,new_data\test\image\volume-93_slice_304_0,0.9986114501953125,0.9987543231472702,0.9975117458551326,0.9988972369872057,0.9986114501953125
1084,new_data\test\image\volume-93_slice_325_0,0.9944343566894531,0.9965346733360985,0.9930932807107101,0.9986438807994208,0.9944343566894531
1085,new_data\test\image\volume-93_slice_328_0,0.9331016540527344,0.9331016540527344,0.8745928396995148,0.9331016540527344,0.9331016540527344
1086,new_data\test\image\volume-93_slice_339_0,0.9924812316894531,0.9944462706305948,0.9889538883757351,0.9964191062702024,0.9924812316894531
1087,new_data\test\image\volume-93_slice_33_0,0.9910202026367188,0.9931171047878268,0.986328310382663,0.9952228994357122,0.9910202026367188
1088,new_data\test\image\volume-93_slice_342_0,0.9862136840820312,0.9894597449518532,0.9791393663033351,0.9927272448007864,0.9862136840820312
1089,new_data\test\image\volume-93_slice_345_0,0.9853248596191406,0.988768561158515,0.9777866106410766,0.9922364185342543,0.9853248596191406
1090,new_data\test\image\volume-93_slice_354_0,0.992279052734375,0.9941999904447948,0.9884668731356044,0.9961283800085015,0.992279052734375
1091,new_data\test\image\volume-93_slice_371_0,0.989898681640625,0.9922587330629913,0.9846363998558121,0.9946300647381917,0.989898681640625
1092,new_data\test\image\volume-93_slice_372_0,0.9910774230957031,0.9931839381011361,0.9864601645587403,0.9952994268901897,0.9910774230957031
1093,new_data\test\image\volume-93_slice_421_0,0.9793167114257812,0.9870278666338582,0.9743879758606293,0.9948614211309523,0.9793167114257812
1094,new_data\test\image\volume-93_slice_42_0,0.972381591796875,0.9788244690757377,0.9585271478154272,0.9853532952186569,0.972381591796875
1095,new_data\test\image\volume-93_slice_434_0,0.9759254455566406,0.9855556518640509,0.9715226406209652,0.9953778095953248,0.9759254455566406
1096,new_data\test\image\volume-93_slice_449_0,0.9777297973632812,0.9864790488763332,0.9733188522473532,0.9953863002633071,0.9777297973632812
1097,new_data\test\image\volume-93_slice_44_0,0.9605484008789062,0.972332382118185,0.946154539852404,0.9844090855780132,0.9605484008789062
1098,new_data\test\image\volume-93_slice_457_0,0.9926834106445312,0.9942574189333242,0.9885804157549234,0.9958364266744223,0.9926834106445312
1099,new_data\test\image\volume-93_slice_467_0,0.9982223510742188,0.9983689773774301,0.9967432665607752,0.9985156467620876,0.9982223510742188
1100,new_data\test\image\volume-93_slice_468_0,0.9492263793945312,0.9492263793945312,0.9033595446063589,0.9492263793945312,0.9492263793945312
1101,new_data\test\image\volume-93_slice_472_0,0.9978370666503906,0.9982502370861964,0.9965065868172225,0.9986637498234241,0.9978370666503906
1102,new_data\test\image\volume-93_slice_475_0,0.9982986450195312,0.9986929501355707,0.997389312569793,0.9990875668576795,0.9982986450195312
1103,new_data\test\image\volume-93_slice_494_0,0.9994087219238281,0.9994087219238281,0.9988181426539942,0.9994087219238281,0.9994087219238281
1104,new_data\test\image\volume-93_slice_496_0,0.9992828369140625,0.9992828369140625,0.9985667017367306,0.9992828369140625,0.9992828369140625
1105,new_data\test\image\volume-93_slice_49_0,0.9861946105957031,0.9864561412880689,0.973274252326597,0.9867178107288029,0.9861946105957031
1106,new_data\test\image\volume-93_slice_514_0,1.0,1.0,1.0,1.0,1.0
1107,new_data\test\image\volume-93_slice_539_0,1.0,1.0,1.0,1.0,1.0
1108,new_data\test\image\volume-93_slice_572_0,1.0,1.0,1.0,1.0,1.0
1109,new_data\test\image\volume-93_slice_575_0,1.0,1.0,1.0,1.0,1.0
1110,new_data\test\image\volume-93_slice_585_0,1.0,1.0,1.0,1.0,1.0
1111,new_data\test\image\volume-93_slice_589_0,1.0,1.0,1.0,1.0,1.0
1112,new_data\test\image\volume-93_slice_598_0,1.0,1.0,1.0,1.0,1.0
1113,new_data\test\image\volume-93_slice_608_0,1.0,1.0,1.0,1.0,1.0
1114,new_data\test\image\volume-93_slice_619_0,1.0,1.0,1.0,1.0,1.0
1115,new_data\test\image\volume-93_slice_627_0,1.0,1.0,1.0,1.0,1.0
1116,new_data\test\image\volume-93_slice_630_0,1.0,1.0,1.0,1.0,1.0
1117,new_data\test\image\volume-93_slice_634_0,1.0,1.0,1.0,1.0,1.0
1118,new_data\test\image\volume-93_slice_642_0,1.0,1.0,1.0,1.0,1.0
1119,new_data\test\image\volume-93_slice_653_0,1.0,1.0,1.0,1.0,1.0
1120,new_data\test\image\volume-93_slice_65_0,1.0,1.0,1.0,1.0,1.0
1121,new_data\test\image\volume-93_slice_681_0,1.0,1.0,1.0,1.0,1.0
1122,new_data\test\image\volume-93_slice_685_0,1.0,1.0,1.0,1.0,1.0
1123,new_data\test\image\volume-93_slice_686_0,1.0,1.0,1.0,1.0,1.0
1124,new_data\test\image\volume-93_slice_689_0,1.0,1.0,1.0,1.0,1.0
1125,new_data\test\image\volume-93_slice_692_0,1.0,1.0,1.0,1.0,1.0
1126,new_data\test\image\volume-93_slice_6_0,1.0,1.0,1.0,1.0,1.0
1127,new_data\test\image\volume-93_slice_84_0,1.0,1.0,1.0,1.0,1.0
1128,new_data\test\image\volume-94_slice_101_0,1.0,1.0,1.0,1.0,1.0
1129,new_data\test\image\volume-94_slice_113_0,1.0,1.0,1.0,1.0,1.0
1130,new_data\test\image\volume-94_slice_133_0,1.0,1.0,1.0,1.0,1.0
1131,new_data\test\image\volume-94_slice_160_0,1.0,1.0,1.0,1.0,1.0
1132,new_data\test\image\volume-94_slice_16_0,1.0,1.0,1.0,1.0,1.0
1133,new_data\test\image\volume-94_slice_18_0,1.0,1.0,1.0,1.0,1.0
1134,new_data\test\image\volume-94_slice_199_0,1.0,1.0,1.0,1.0,1.0
1135,new_data\test\image\volume-94_slice_200_0,1.0,1.0,1.0,1.0,1.0
1136,new_data\test\image\volume-94_slice_202_0,1.0,1.0,1.0,1.0,1.0
1137,new_data\test\image\volume-94_slice_220_0,1.0,1.0,1.0,1.0,1.0
1138,new_data\test\image\volume-94_slice_221_0,1.0,1.0,1.0,1.0,1.0
1139,new_data\test\image\volume-94_slice_236_0,1.0,1.0,1.0,1.0,1.0
1140,new_data\test\image\volume-94_slice_237_0,1.0,1.0,1.0,1.0,1.0
1141,new_data\test\image\volume-94_slice_250_0,1.0,1.0,1.0,1.0,1.0
1142,new_data\test\image\volume-94_slice_276_0,1.0,1.0,1.0,1.0,1.0
1143,new_data\test\image\volume-94_slice_280_0,1.0,1.0,1.0,1.0,1.0
1144,new_data\test\image\volume-94_slice_282_0,1.0,1.0,1.0,1.0,1.0
1145,new_data\test\image\volume-94_slice_285_0,1.0,1.0,1.0,1.0,1.0
1146,new_data\test\image\volume-94_slice_294_0,1.0,1.0,1.0,1.0,1.0
1147,new_data\test\image\volume-94_slice_298_0,1.0,1.0,1.0,1.0,1.0
1148,new_data\test\image\volume-94_slice_301_0,1.0,1.0,1.0,1.0,1.0
1149,new_data\test\image\volume-94_slice_303_0,1.0,1.0,1.0,1.0,1.0
1150,new_data\test\image\volume-94_slice_314_0,1.0,1.0,1.0,1.0,1.0
1151,new_data\test\image\volume-94_slice_319_0,1.0,1.0,1.0,1.0,1.0
1152,new_data\test\image\volume-94_slice_331_0,1.0,1.0,1.0,1.0,1.0
1153,new_data\test\image\volume-94_slice_339_0,1.0,1.0,1.0,1.0,1.0
1154,new_data\test\image\volume-94_slice_344_0,1.0,1.0,1.0,1.0,1.0
1155,new_data\test\image\volume-94_slice_347_0,1.0,1.0,1.0,1.0,1.0
1156,new_data\test\image\volume-94_slice_356_0,1.0,1.0,1.0,1.0,1.0
1157,new_data\test\image\volume-94_slice_359_0,1.0,1.0,1.0,1.0,1.0
1158,new_data\test\image\volume-94_slice_379_0,1.0,1.0,1.0,1.0,1.0
1159,new_data\test\image\volume-94_slice_380_0,1.0,1.0,1.0,1.0,1.0
1160,new_data\test\image\volume-94_slice_384_0,1.0,1.0,1.0,1.0,1.0
1161,new_data\test\image\volume-94_slice_386_0,1.0,1.0,1.0,1.0,1.0
1162,new_data\test\image\volume-94_slice_404_0,0.9999046325683594,0.9999046325683594,0.9998092833248782,0.9999046325683594,0.9999046325683594
1163,new_data\test\image\volume-94_slice_427_0,0.9996795654296875,0.9996795654296875,0.9993593361502204,0.9996795654296875,0.9996795654296875
1164,new_data\test\image\volume-94_slice_432_0,0.9995880126953125,0.9995880126953125,0.9991763647179049,0.9995880126953125,0.9995880126953125
1165,new_data\test\image\volume-94_slice_441_0,0.9995651245117188,0.9995651245117188,0.9991306270924052,0.9995651245117188,0.9995651245117188
1166,new_data\test\image\volume-94_slice_449_0,0.9993171691894531,0.9993171691894531,0.9986352702584219,0.9993171691894531,0.9993171691894531
1167,new_data\test\image\volume-94_slice_459_0,0.9995651245117188,0.9995651245117188,0.9991306270924052,0.9995651245117188,0.9995651245117188
1168,new_data\test\image\volume-94_slice_461_0,0.9994697570800781,0.9995174177845852,0.9990353011156953,0.9995650830348048,0.9994697570800781
1169,new_data\test\image\volume-94_slice_483_0,0.9985275268554688,0.9985275268554688,0.9970593836894831,0.9985275268554688,0.9985275268554688
1170,new_data\test\image\volume-94_slice_484_0,0.9987258911132812,0.9987258911132812,0.9974550248020787,0.9987258911132812,0.9987258911132812
1171,new_data\test\image\volume-94_slice_489_0,0.9985771179199219,0.9985771179199219,0.9971582792733423,0.9985771179199219,0.9985771179199219
1172,new_data\test\image\volume-94_slice_48_0,0.9913711547851562,0.9913711547851562,0.9828899495472871,0.9913711547851562,0.9913711547851562
1173,new_data\test\image\volume-94_slice_493_0,0.9990119934082031,0.9990119934082031,0.9980259372034619,0.9990119934082031,0.9990119934082031
1174,new_data\test\image\volume-94_slice_498_0,0.9597625732421875,0.9597625732421875,0.9226379945139571,0.9597625732421875,0.9597625732421875
1175,new_data\test\image\volume-94_slice_505_0,0.99737548828125,0.9974344643943714,0.9948820590484816,0.9974934474825743,0.99737548828125
